City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,fortaleza,-3.7227,-38.5247,29.07,65,75,4.63,BR,1682285856
361,chinde,26.8418,88.0763,12.85,79,13,1.37,NP,1682285857
362,ciudad lazaro cardenas,17.9583,-102.2,28.87,58,3,3.92,MX,1682285858
363,port isabel,26.0734,-97.2086,22.81,88,100,12.35,US,1682285859
364,sakaiminato,35.55,133.2333,11.99,54,75,7.72,JP,1682285860
365,hadibu,12.65,54.0333,27.66,76,17,0.75,YE,1682285860
366,taoudenni,22.6783,-3.9836,30.74,9,0,2.32,ML,1682285861
367,san-pedro,4.7485,-6.6363,26.73,87,67,2.19,CI,1682285862
368,nagqu,31.5,92.0,-6.58,41,99,2.09,CN,1682285863
369,isafjordur,66.0755,-23.124,0.88,67,65,2.22,IS,1682285863
370,hotan,37.0997,79.9269,14.8,14,0,2.85,CN,1682285864
371,farah,32.5,62.5,21.56,14,88,0.83,AF,1682285866
372,ponta delgada,37.7333,-25.6667,18.4,94,75,6.17,PT,1682285867
373,long beach,33.767,-118.1892,28.32,72,0,5.14,US,1682285867
374,kolondieba,11.0882,-6.8926,31.57,12,11,2.08,ML,1682285868
375,dalandzadgad,43.5708,104.425,8.07,48,100,7.52,MN,1682285869
376,sao vicente,-23.9631,-46.3919,24.99,51,40,2.57,BR,1682285870
377,chifeng,42.2683,118.9636,5.53,33,25,2.57,CN,1682285871
378,arteche,12.2645,125.4048,25.7,88,86,1.78,PH,1682285871
379,myeik,12.4333,98.6,25.37,84,53,1.62,MM,1682285872
380,perugorria,-29.3413,-58.6106,21.73,45,87,3.79,AR,1682285873
381,ilebo,-4.3167,20.5833,20.95,100,100,0.41,CD,1682285874
382,nova sintra,14.8667,-24.7167,20.37,75,4,11.13,CV,1682285875
383,kill devil hills,36.0307,-75.676,21.0,60,0,5.14,US,1682285875
384,la sarre,48.8002,-79.1996,2.18,98,100,1.3,CA,1682285876
385,komotini,41.1228,25.3964,11.14,88,36,1.32,GR,1682285878
386,nova vicosa,-17.8919,-39.3719,24.74,77,69,6.37,BR,1682285879
387,kargasok,59.0556,80.8572,3.89,86,100,4.43,RU,1682285879
388,al ghayzah,16.2079,52.176,27.71,72,0,3.82,YE,1682285880
389,chanute,37.6792,-95.4572,17.06,22,20,3.09,US,1682285747
390,ribera,37.4984,13.2642,13.48,75,56,1.6,IT,1682285882
391,el fasher,13.6279,25.3494,28.45,28,46,3.22,SD,1682285883
392,nizhniy kuranakh,58.8353,125.4869,-4.73,90,100,1.07,RU,1682285883
393,zelenoborskiy,66.845,32.3622,-7.53,88,97,1.23,RU,1682285884
394,polovinnoye,54.7914,65.9864,6.13,87,32,4.17,RU,1682285885
395,saint-pierre,-21.3393,55.4781,24.82,78,0,2.57,RE,1682285886
396,midoun,33.8081,10.9923,16.92,70,11,5.66,TN,1682285887
397,sao paulo de olivenca,-3.3783,-68.8725,24.66,95,100,0.31,BR,1682285888
398,barisal,22.7019,90.3711,23.44,66,0,2.13,BD,1682285889
399,gadzhiyevo,69.2551,33.3362,-5.07,90,59,7.18,RU,1682285890
400,santana,-0.0583,-51.1817,27.1,94,75,1.54,BR,1682285891
401,kolwezi,-10.7148,25.4667,16.32,92,100,1.37,CD,1682285892
402,kalety,50.5627,18.8926,14.3,93,100,1.54,PL,1682285746
403,berdigestyakh,62.0989,126.6992,-5.08,93,99,5.03,RU,1682285893
404,sabang,5.8933,95.3214,28.77,71,79,1.11,ID,1682285894
405,brookings,44.3114,-96.7984,8.43,42,75,3.6,US,1682285619
406,edd,13.9297,41.6925,31.96,53,7,6.36,ER,1682285895
407,zaigrayevo,51.8336,108.2703,-3.88,72,84,0.92,RU,1682285896
408,nantucket,41.2835,-70.0995,10.06,89,100,9.77,US,1682285897
409,santangpu,27.3987,111.9928,8.14,91,100,3.07,CN,1682285898
410,berrotaran,-32.451,-64.3887,18.82,47,88,3.13,AR,1682285899
411,nizhnesortymskiy,62.4397,71.7603,-1.33,96,100,11.11,RU,1682285900
412,wanganui,-39.9333,175.05,13.11,71,89,6.26,NZ,1682285900
413,brisas de zicatela,15.8369,-97.0419,30.29,66,20,5.14,MX,1682285901
414,ma'rib,15.4591,45.3253,25.84,47,58,2.02,YE,1682285902
415,tual,-5.6667,132.75,27.97,76,66,3.35,ID,1682285903
416,marsabit,2.3284,37.9899,19.16,75,99,0.88,KE,1682285904
417,qamdo,31.1667,97.2333,1.73,40,100,1.49,CN,1682285904
418,el abiodh sidi cheikh,32.893,0.5484,17.48,61,100,2.28,DZ,1682285905
419,macenta,8.5435,-9.471,23.8,73,6,1.06,GN,1682285906
420,neiafu,-18.65,-173.9833,27.38,69,40,4.63,TO,1682285907
421,el calafate,-50.3408,-72.2768,8.88,89,65,1.45,AR,1682285908
422,vryburg,-26.9566,24.7284,14.55,13,31,1.62,ZA,1682285908
423,leh,34.1667,77.5833,-6.3,37,0,2.35,IN,1682285909
424,rio grande,-32.035,-52.0986,23.06,87,100,4.83,BR,1682285910
425,sao gabriel da cachoeira,-0.1303,-67.0892,26.32,85,83,1.16,BR,1682285911
426,igarka,67.4667,86.5833,-0.1,90,99,6.12,RU,1682285912
427,alindao,5.0267,21.2088,23.85,77,93,0.94,CF,1682285913
428,at taraf,25.3628,49.725,26.3,32,62,3.62,SA,1682285913
429,olhao,37.0286,-7.8411,19.94,64,0,7.2,PT,1682285833
430,vakfikebir,41.0458,39.2764,11.93,96,100,2.05,TR,1682285915
431,aksaray,38.3726,34.0254,9.15,81,100,1.89,TR,1682285916
432,pottsville,40.6857,-76.1955,14.38,54,75,2.68,US,1682285890
433,novi pazar,43.1367,20.5122,10.84,90,100,1.51,RS,1682285917
434,calbuco,-41.768,-73.1273,13.56,82,88,2.2,CL,1682285918
435,washington,47.5001,-120.5015,13.22,67,100,2.0,US,1682285738
436,saudarkrokur,65.7461,-19.6394,0.47,71,29,0.85,IS,1682285908
437,sinop,41.7711,34.8709,7.28,93,100,1.14,TR,1682285920
438,otjimbingwe,-22.35,16.1333,22.52,48,57,2.4,NA,1682285921
439,miquelon,47.0975,-56.3814,7.0,89,38,7.12,PM,1682285922
440,kharan,28.5833,65.4167,25.56,6,94,2.25,PK,1682285923
441,rongelap,11.1635,166.8941,27.11,83,67,9.86,MH,1682285923
442,koumra,8.9126,17.5539,28.24,56,85,2.69,TD,1682285924
443,magadan,59.5667,150.8,1.48,63,87,8.12,RU,1682285925
444,nouadhibou,20.931,-17.0347,20.99,73,0,7.2,MR,1682285926
445,nizhnyaya poyma,56.1622,97.1933,-3.08,94,18,1.63,RU,1682285927
446,putina,-15.4667,-69.4333,10.47,49,3,2.87,PE,1682285927
447,notodden,59.5594,9.2585,7.2,92,96,1.17,NO,1682285928
448,patarra,9.8807,-84.035,25.59,61,40,5.66,CR,1682285929
449,ben gardane,33.1378,11.2197,17.1,68,3,3.37,TN,1682285930
450,masuguru,-11.3667,38.4167,22.43,97,39,1.0,TZ,1682285931
451,greenwood,34.1668,-82.1165,23.22,33,0,3.6,US,1682285750
452,bushehr,28.9684,50.8385,23.05,68,0,0.0,IR,1682285933
453,nizhnegorskiy,45.4479,34.7384,7.54,76,8,0.45,UA,1682285933
454,sibut,5.718,19.0739,24.37,70,44,1.81,CF,1682285934
455,chapaev,50.2,51.1667,12.88,68,97,2.65,KZ,1682285935
456,ntungamo,-0.8833,29.65,18.28,99,100,0.85,UG,1682285936
457,amga,60.8953,131.9608,-4.18,92,100,4.35,RU,1682285937
458,zhoucheng,35.9122,116.3117,7.38,91,100,3.54,CN,1682285937
459,pathein,16.7833,94.7333,26.25,87,2,1.6,MM,1682285938
460,nadym,65.5333,72.5167,1.01,98,100,6.03,RU,1682285939
461,malvan,16.0667,73.4667,25.57,76,32,4.12,IN,1682285940
462,puerto aysen,-45.4,-72.7,10.77,97,100,1.36,CL,1682285941
463,bargaal,11.2864,51.0773,26.54,76,15,2.35,SO,1682285942
464,kentau,43.5206,68.5094,18.09,30,89,4.12,KZ,1682285943
465,vilyuysk,63.7553,121.6247,-8.9,93,75,2.22,RU,1682285943
466,pierre,44.3683,-100.351,12.14,27,0,2.68,US,1682285944
467,chitungwiza,-18.0127,31.0756,18.03,50,87,3.04,ZW,1682285945
468,sarangani,5.4033,125.4636,28.51,74,57,7.34,PH,1682285946
469,xining,36.6167,101.7667,1.64,92,100,0.27,CN,1682285947
470,koungheul,13.9833,-14.8,32.72,16,7,5.59,SN,1682285948
471,pacific grove,36.6177,-121.9166,21.33,82,100,5.14,US,1682285948
472,choroszcz,53.1433,22.9889,11.27,54,0,4.76,PL,1682285949
473,margate,51.3813,1.3862,8.83,88,99,2.68,GB,1682285950
474,flin flon,54.7682,-101.865,6.91,23,20,3.09,CA,1682285951
475,palmer,42.1584,-72.3287,11.92,84,100,5.66,US,1682285952
476,ballina,-28.8667,153.5667,22.13,63,79,8.18,AU,1682285953
477,markovo,57.3206,107.0881,-8.31,97,70,1.18,RU,1682285954
478,ghadamis,30.1337,9.5007,21.38,25,4,6.14,LY,1682285955
479,yanchep,-31.55,115.6833,16.64,78,93,7.38,AU,1682285956
480,recreo,-29.2818,-65.061,14.84,91,99,1.01,AR,1682285957
481,ruteng,-8.6136,120.4721,16.85,93,48,1.08,ID,1682285958
482,cangucu,-31.395,-52.6756,20.56,83,100,2.93,BR,1682285959
483,lokhvytsya,50.3678,33.2602,10.69,64,63,0.65,UA,1682285960
484,saynshand,44.8824,110.1163,7.12,18,100,4.57,MN,1682285960
485,xiazhuang,34.9161,118.6389,7.81,86,100,4.35,CN,1682285961
486,carnarvon,-24.8667,113.6333,22.18,74,100,5.58,AU,1682285926
487,arantangi,10.1667,78.9833,27.25,61,100,1.81,IN,1682285963
488,paka,4.6374,103.4368,24.96,100,89,0.0,MY,1682285964
489,kapa'a,22.0752,-159.319,26.99,77,100,2.06,US,1682285953
490,baiona,43.4833,-1.4833,14.85,82,100,2.57,FR,1682285965
491,kapchorwa,1.3965,34.4509,14.08,95,100,1.34,UG,1682285966
492,ulsteinvik,62.3432,5.8487,4.39,88,100,8.94,NO,1682285967
493,aguilares,-27.4338,-65.6143,17.87,97,100,1.04,AR,1682285968
494,belomorsk,64.5232,34.7668,-2.1,90,100,1.14,RU,1682285968
495,menongue,-14.6585,17.691,19.33,77,93,1.94,AO,1682285969
496,lompoc,34.6391,-120.4579,23.16,75,4,4.02,US,1682285970
497,boleslawiec,51.2642,15.5697,13.55,86,97,1.99,PL,1682285971
498,pachino,36.7186,15.0907,15.05,73,100,4.91,IT,1682285972
499,kozyatyn,49.7143,28.8339,9.01,67,73,2.75,UA,1682285973
500,mil'kovo,55.6078,37.7956,12.81,54,26,1.45,RU,1682285974
501,toliara,-23.35,43.6667,21.46,84,0,0.78,MG,1682285927
502,puerto quijarro,-17.7833,-57.7667,25.73,65,6,1.42,BO,1682285975
503,nur-sultan,51.1801,71.446,5.97,81,0,5.0,KZ,1682285693
504,homer,59.6425,-151.5483,0.43,67,100,4.92,US,1682285977
505,ghat,24.9647,10.1728,25.07,18,94,3.94,LY,1682285977
506,amaga,6.04,-75.7031,29.95,79,91,1.2,CO,1682285978
507,palu,-0.8917,119.8707,24.13,94,89,1.52,ID,1682285766
508,amstetten,48.1229,14.8721,12.66,92,100,0.52,AT,1682285980
509,opuwo,-18.0607,13.84,21.08,56,39,3.21,NA,1682285980
510,severo-yeniseyskiy,60.3725,93.0408,-0.44,87,100,3.01,RU,1682285931
511,cole harbour,44.6724,-63.4751,11.66,78,81,5.66,CA,1682285982
512,zubtsov,56.1753,34.5894,12.08,55,99,2.32,RU,1682285983
513,linhares,-19.3911,-40.0722,21.11,87,41,2.37,BR,1682285823
514,olovyannaya,50.95,115.5667,-1.1,50,100,5.45,RU,1682285984
515,yorkton,51.2167,-102.4677,5.91,31,0,3.09,CA,1682285985
516,mikun',62.3547,50.0771,-2.15,85,94,1.43,RU,1682285986
517,tikhvin,59.6451,33.5294,8.84,76,32,2.4,RU,1682285986
518,bahia de caraquez,-0.6,-80.4167,27.1,79,99,2.23,EC,1682285987
519,orichi,58.4036,49.0572,8.85,70,100,1.77,RU,1682285988
520,rosarito,32.3333,-117.0333,23.51,73,38,3.65,MX,1682285989
521,yaring,6.8662,101.3689,26.41,85,55,2.7,TH,1682285990
522,san andres,12.5847,-81.7006,30.01,58,20,3.6,CO,1682285990
523,sisimiut,66.9395,-53.6735,0.72,99,100,3.23,GL,1682285991
524,al hilaliyya,14.9398,33.234,33.22,17,6,4.19,SD,1682285992
525,axim,4.8699,-2.2405,27.5,83,92,2.96,GH,1682285951
526,kegen,43.0197,79.2203,6.41,38,87,1.87,KZ,1682285994
527,itoman,26.1247,127.6694,22.01,85,40,4.12,JP,1682285994
528,constitucion,-35.3333,-72.4167,13.59,82,9,4.0,CL,1682285995
529,kerema,-7.9631,145.7785,26.5,83,92,3.15,PG,1682285996
530,antalaha,-14.9003,50.2788,23.62,93,43,1.82,MG,1682285997
531,sandnessjoen,66.0217,12.6316,1.06,67,20,6.17,NO,1682285997
532,phan rang-thap cham,11.5667,108.9833,24.0,81,37,2.31,VN,1682285998
533,plettenberg bay,-34.0527,23.3716,19.48,69,98,1.57,ZA,1682285999
534,tadine,-21.55,167.8833,26.18,73,80,1.14,NC,1682286000
535,chongwe,-15.3292,28.682,19.1,66,97,1.14,ZM,1682286001
536,pursat,12.3333,103.6667,25.39,79,42,1.05,KH,1682286002
537,sealy,29.7808,-96.1572,17.06,78,100,1.34,US,1682286003
538,cruzeiro do sul,-29.5128,-51.9853,23.06,59,100,1.73,BR,1682286004
539,howrah,22.5892,88.3103,25.0,83,40,0.0,IN,1682286005
540,labrador city,52.9463,-66.9114,8.95,46,40,4.12,CA,1682286006
541,karratha,-20.7377,116.8463,26.12,61,86,1.26,AU,1682285913
542,geraldton,-28.7667,114.6,20.23,64,95,5.66,AU,1682286007
543,port alfred,-33.5906,26.891,20.79,66,97,3.51,ZA,1682286008
544,rach gia,10.0167,105.0833,26.69,81,89,2.7,VN,1682285776
545,navolato,24.7672,-107.6944,31.1,18,9,5.66,MX,1682286010
546,tura,25.5198,90.2201,17.89,74,22,1.29,IN,1682286011
547,as safirah,36.077,37.3725,14.46,62,0,6.32,SY,1682286012
548,vyksa,55.3175,42.1744,9.18,58,23,2.24,RU,1682286013
549,vernon,50.2581,-119.2691,10.89,80,100,1.54,CA,1682285813
550,kuala terengganu,5.3302,103.1408,25.97,94,20,1.54,MY,1682286015
551,thunder bay,48.4001,-89.3168,1.99,60,100,4.12,CA,1682285844
552,raduzhny,62.0961,77.475,3.1,98,100,5.96,RU,1682286017
553,bamboo flat,11.7,92.7167,27.77,75,88,0.86,IN,1682286017
554,namtsy,62.7161,129.6658,-4.79,91,25,4.66,RU,1682286018
555,del rio,29.3627,-100.8968,16.06,65,100,6.17,US,1682285875
556,port saint john's,-31.6229,29.5448,19.25,74,80,3.28,ZA,1682286020
557,mailsi,29.8003,72.1758,24.2,18,0,2.22,PK,1682286021
558,zhumadian,32.9794,114.0294,8.05,97,100,5.31,CN,1682286022
559,sangkhla buri,15.1555,98.4536,21.95,96,34,0.5,TH,1682286023
560,tyre,33.2733,35.1939,16.18,78,30,0.81,LB,1682285751
561,arrah,25.5667,84.6667,25.17,45,63,4.23,IN,1682286024
562,mengcheng chengguanzhen,33.2661,116.566,8.72,88,100,5.83,CN,1682286025
563,canico,32.6333,-16.85,19.28,82,20,3.09,PT,1682286026
564,defuniak springs,30.721,-86.1152,27.79,22,0,2.06,US,1682285948
565,riyadh,24.6877,46.7219,27.08,31,75,1.94,SA,1682285957
566,turbat,26.0023,63.044,27.22,45,68,2.03,PK,1682286028
567,quezon,7.7303,125.0989,22.83,92,46,1.26,PH,1682286029
568,manta,-0.95,-80.7333,26.88,83,75,1.54,EC,1682286030
569,lata,40.1629,-8.3327,16.56,98,82,0.79,PT,1682286031
570,el dorado,38.7666,-120.5177,22.11,48,18,1.34,US,1682286032
571,dauphin,51.1494,-100.0502,4.08,52,100,4.63,CA,1682285952
572,kilju,40.9642,129.3278,6.05,33,69,1.28,KP,1682286034
